ID,sentence,label
facebook_corpus_msr_2280087,eric lopez insults best reference? cultures demand others take submit culture islam destroys refuse mohamed demanded kafirs submit die oh look insults truth islam insults,AG
facebook_corpus_msr_490265,electric power ipo will give good returnwant know ur views ,NAG
facebook_corpus_msr_488743,porinju saying e governance companies inflection point idea ?,NAG
facebook_corpus_msr_399581,proud sirhope armybsf takes revenge without gois permission,NAG
facebook_corpus_msr_1819422,rss abvp vhp bajrang dal must banned keep india integrated remembered anti national historypouting facepouting facepouting facepouting facepouting facepouting facemiddle finger,AG
facebook_corpus_msr_1614031,excellent movie thumbs,NAG
facebook_corpus_msr_470017,lkh cr gdp loss every day nationwide india getting sanitized wowww,NAG
facebook_corpus_msr_1723597,get sound proof hime afford would hard live mediocre voice era,AG
facebook_corpus_msr_1722963,arnav singh palwill react way comment regarding gurbani recital?,AG
facebook_corpus_msr_1493784,general ziaulhaq seizing power zulfikar ali bhutto via coup hanged staging fake show judicial trial hasn’t changed much since then long history abducting people torturing extract desired confession front camera charging false cases finally killing kangaroo court style,AG
facebook_corpus_msr_419411,agree several peoples sacrifice hardworking behind successful event organisedit really enriching knowledge event organised,NAG
facebook_corpus_msr_1521695,mr converted u proof hindus also consume beef,AG
facebook_corpus_msr_495561,think shahs hyderabad expand sports now build support budding athletes d,NAG
facebook_corpus_msr_365422,lol,AG
facebook_corpus_msr_2111207,whatever situation must say always oh almighty god heavenly father pray bless protect innocent suffering persecution facing victims especially minority christian throughout every villagestowns cities states every countries around world every innocent christians may overcome dangers fears life name lord jesus christ amen god rest,NAG
facebook_corpus_msr_463519,seems particular people suffering they showing,NAG
facebook_corpus_msr_417013,stay difference !! pod thats something new like really new !! priyank bhardwaj u miss action smiling face smiling eyes,NAG
facebook_corpus_msr_330911,people india enjoy haterism communalismleave world internally become stupid economy,AG
facebook_corpus_msr_439536,money holders making money desires lack resources???,NAG
facebook_corpus_msr_2405048,guys becoming another times india headlines content entirely different,AG
facebook_corpus_msr_2280127,fabricated story even true indian fellow celebrate,AG
facebook_corpus_msr_326748,think pm hail attackers hailed leader burhan earliet,AG
facebook_corpus_msr_2346484,crying? proud pakistani artist bollywood thing ,AG
facebook_corpus_msr_421300,want elantas back ksl target months,NAG
facebook_corpus_msr_487795,thanks reema answering wockhardtcan comment welspun india gati?,NAG
facebook_corpus_msr_1521914, keralites like eat beef,NAG
facebook_corpus_msr_373737,abe bhadvo sudhar jao nahito jo hamari sena ke javanoka dimag hil gayana duniyake naksemese na paak pakistan ka namonishan nahi rahega,AG
facebook_corpus_msr_415682,banking stocks bank nifty correct?,NAG
facebook_corpus_msr_1493919,congratulations !! india ,NAG
facebook_corpus_msr_1805300,anna hazare join bjpand become president,AG
facebook_corpus_msr_1493844,army govt wanted make show it got icj strange called democratic country army courts permitted operate objected many opposition parties like ppp pti given extension another yrscivil courts scared pass judgement country judiciary scared,AG
facebook_corpus_msr_331214,according communal muslims dead innocents lives matter? thats communal? dalits one consumes meat see communal tagging dalit card here?,NAG
facebook_corpus_msr_2032327,batkha dutt ndtv must sad,AG
facebook_corpus_msr_399476,simple questionwhere indin army timei need answer logic,AG
facebook_corpus_msr_407522,israr alam terrorist religion people like encourage unlawful activity country,AG
facebook_corpus_msr_1658880,shoot sight order cow terrorists?,AG
facebook_corpus_msr_450909,mr pm speech digitization none demonetization dont think address press conference parliament case questioned clearly dont courage that,AG
facebook_corpus_msr_452096,bigger joke woman singing bike,AG
facebook_corpus_msr_1956901,also wasim hassan show proof called rape,NAG
facebook_corpus_msr_495502,seems like nothing war heroes country give lives countries leave family crying behind motherland sleepy facesleepy face,NAG
facebook_corpus_msr_1945589,man way ie?,NAG
facebook_corpus_msr_1510215,u think areyou drink cow urinenonsence,AG
facebook_corpus_msr_1563613,care? white,AG
facebook_corpus_msr_405506, demolished thousand temple history till now thats hate,AG
facebook_corpus_msr_322289,dis defence minister thing themm ??? tey r stting back put hand cut,NAG
facebook_corpus_msr_1956926,high time wen u start putting anti ur name indian express suck big time aware futile sinister campaigns demean bjp result slap face take line down,AG
facebook_corpus_msr_482250,nice job ago never best favorite part long day long day interested please send us requirements see status great,NAG
facebook_corpus_msr_483812,mr roongta gold part portfolio indian social use indian household gold asset diversify rupeedepreciation risks,NAG
facebook_corpus_msr_1525101,throwing stones soldiers manhandling uniform cannot tolerated soldiers uniform represent supremacy nation deserve respected regarded citizen,NAG
facebook_corpus_msr_373785,karara jawab ninda sun sun kar kaan pak gaye,AG
facebook_corpus_msr_507150,pongy scheme chit fund launched always assures higher return normal even repay initial customers gain confidence acquire big amount close shop modus operandi simply cash peoples greed similarly case also matter good marketing business acumen one feasible sell product th price catch delivery months knows strategy collect much money close ,NAG
facebook_corpus_msr_1805250,anna political novice ignorant realities behind public postures modiji,NAG
facebook_corpus_msr_426328,thank u sir giving us jio service hartly thankful fir ur jio service,NAG
facebook_corpus_msr_451387,good job morons need taught lesson,AG
facebook_corpus_msr_425173,please tell carbodrum universal intellect design arena jp assc either one please suggest,NAG
facebook_corpus_msr_2032080,correct ahsan bhai let tell one supporting kashmiri pandits vote bank recently govt proposed separate colonies pandits kmr majority community opposed it want hindus back kmr possible india throw muslims pakistan hindus truly secular basis religion thrown kmr labelled mukbir kafir indian agents,AG
facebook_corpus_msr_451862,cc never defined royal enfield best nd thinks competing,NAG
facebook_corpus_msr_2373343,ms dhoni ajinkya rahane kl rahul opted bat nets virat kohli others players skipped practice session,AG
facebook_corpus_msr_2161185,inspiring!,NAG
facebook_corpus_msr_431229,best pm best leader indiahe needs support deliver god bless india!,NAG
facebook_corpus_msr_430210,unable hear sound prblm video ??,NAG
facebook_corpus_msr_379258,modi ke sarkar kitne jwan shadat dege saram kroo yek chota sa pakistan tumare bas ki bat nhi hi maro ya mar jao,AG
facebook_corpus_msr_398243,lol says porkistaniy u pigs look porkistan first ha ha nice comedy wonder inbred peacefools retarded generations incest,AG
facebook_corpus_msr_420063,working amara raja coaa dealer powerzone battery ghaziabad up since jan feel proud work co,NAG
facebook_corpus_msr_495581, love side players,NAG
facebook_corpus_msr_334906,good riddance ! man garrulous useless hope sensible person fights election place,AG
facebook_corpus_msr_1972711,members give vote thanks shri rahul gandhi priyanka gandhi sincere efforts election polls,AG
facebook_corpus_msr_434118,nothing win unless defeated mind come boys lets rock,NAG
facebook_corpus_msr_325017,narrow minded ultra religious people make allegation kajol people right eat want,AG
facebook_corpus_msr_473601,need rs notes really want stop curruption,NAG
facebook_corpus_msr_2383837,dr chaiwala cm,AG
facebook_corpus_msr_323672,people even know met gala commenting seriously!,NAG
facebook_corpus_msr_1724277,think overdoing!!!!!,AG
facebook_corpus_msr_329044,kksiri think ur somaliaits pinariits pinaraii,AG
facebook_corpus_msr_331193,mr foreigner indulge illegal slautering selling innocent animals black market? ppl thinks illegal business birth right some try stop ppl like u cry here,AG
facebook_corpus_msr_1647502,power makes staunchest mony mokrss called intellectuals specially film makers pseuo politiians corrupt clerks uno accusd murdering beautyfulwife pseudo scularschang names kp hindu names lik dilepajitmahipalthe list long even talk colours,AG
facebook_corpus_msr_382251,ninda se ksm nahi chalega ab kya ho gaya modi bhakto ko,AG
facebook_corpus_msr_2414144,like gesture!! like om,NAG
facebook_corpus_msr_470319,would nice young generation panel discussion stead political parties common man understand effect step,NAG
facebook_corpus_msr_421458,ministries keenly planning multimodel logistics park nitin gadkari,NAG
facebook_corpus_msr_445642,great initiative govt headed worthy pm shri narendra modiit bold beginning end corruption black money,AG
facebook_corpus_msr_1827729,great post indian express,NAG
facebook_corpus_msr_1907056,fake,NAG
facebook_corpus_msr_472931,sir proud sh modi pm,NAG
facebook_corpus_msr_1805201,master also known protégé alas! anna destined known kejriwal,AG
facebook_corpus_msr_444176,could planned better reduce impact poor people,AG
facebook_corpus_msr_443473,good time buy jsw steels share?,NAG
facebook_corpus_msr_1723441,lived next temple yrs daily am am bajans going on never complained it every otherday india festival going loudspeakers usedazan mins mr nigam want ban ban bajans types loudspeakers specially late night party music played ban music too music also suck otherwise stfu,AG
facebook_corpus_msr_331609,comments still want correct it shows pathetic state click bait mainstream media god bless!!,AG
facebook_corpus_msr_2073034,customers,NAG
facebook_corpus_msr_405508,culture pakisthan destroy temples religion hence hindusthanis hate pakisthan religion says destroy temples,AG
facebook_corpus_msr_416990,hope apex court sticks earlier ruling strikes latest move central govt make mandatory every individual,NAG
facebook_corpus_msr_1600560,video gone viral social media platforms november last year,NAG
facebook_corpus_msr_2018661,cmon didi someone thinks way sometimes choice made lack exposure politically correct,AG
facebook_corpus_msr_233736,better join forces nowfeeling shame nd trapped,NAG
facebook_corpus_msr_1723029,hahahha lolz,AG
facebook_corpus_msr_416582,valuable informative platform share ideas order explore better possibilities field natural resources,NAG
facebook_corpus_msr_466230,okay go compare bhakt willl happy effort,AG
facebook_corpus_msr_2073755,well gvagdp new formula revised base year included wholesome production data projection industry service instead relying csoiipthose doubt gdp actually blind hate modi doubting fathermotherstoo bad self hating syndrome rise ,AG
facebook_corpus_msr_379264,last final appeal pm sh modi ji let war begin get over daily facing coward behavior pakistan treatment required kashmir also politician favor terror activity shoot also declaring terrorist cant tolerated more indians you,AG
facebook_corpus_msr_404662,iron leg may sonia gandhi thinking shift mp congress never win elections mp,NAG
facebook_corpus_msr_1493791, min silence porkies crawling indian media pages cant beat us cricket cant beat us war cant beat us icj want kashmir face tears joyface tears joyface tears joy,AG
facebook_corpus_msr_1723745,hate loud speakers whether played hindu muslimpersevering face,AG
facebook_corpus_msr_468985,usdus bond yieldstocksintrestrate us going together hapenning long continue?,NAG
facebook_corpus_msr_1432770,man u noting salute u,AG
facebook_corpus_msr_1723071,already said winking face tongue would love it,AG
facebook_corpus_msr_466272,yes cash based economy steps demontization affect gdp future growth poor suffer want chase black money go swiss bank,AG
facebook_corpus_msr_463114,well written speciallydrama disruption don’t help economies grow economies grow put children school improve quality teachers boost public health create economy based competition meritocracy short cuts growth equity,NAG
facebook_corpus_msr_427863,ongc bought level?? could long term target??,NAG
facebook_corpus_msr_2032295,great thinking patriotism un confused traitors digvijay singhs,AG
facebook_corpus_msr_379390,abhi kyon poch rahe ho pm ji phale badi badi batein karte tha hamare pm saab,AG
facebook_corpus_msr_502859,sterling performance predecessor left speech less let find rhythm ask !!!,NAG
facebook_corpus_msr_1956899,hindutva vs religions anti national propaganda seen voice rams previous posts praising pakistan? indian express please come open declare anti national force instead hiding behind shared posts saw posts regarding cm seem deliberately misleading think hes wrong lets see give facts statistics instead opinions journalists editors hiding? rishabh think post?,AG
facebook_corpus_msr_488736,next tuesday new governor go cut rates ?,NAG
facebook_corpus_msr_1818424,introspect visit bjp cells,NAG
facebook_corpus_msr_444157,people hell bent opposing pm modi proves quote democracy idiots!! world find great man amazing capacity work hard organize without gain own!!,AG
facebook_corpus_msr_327011,twitter india! see grassroots people crying dying! mirage something better coming up also break soon!,NAG
facebook_corpus_msr_334304,spoke n gave many honest comments muslims r label mullamadarsapakistani many more neel,AG
facebook_corpus_msr_1521662,rajeev pillaifeekkuuuyou worry bjp,AG
facebook_corpus_msr_378952,hum civilian kya kray kuch log jo sarkar may hay wo dono tarf milay hoe hay jasay kal ek bjp walay ko dekha news may isi ka agent tha,AG
facebook_corpus_msr_1735825,surprised supreme court ignores states exceeds ruling?,AG
facebook_corpus_msr_450815,govt act still oppositionmake changes without pointing past,AG
facebook_corpus_msr_329928,ha ha happens half population illiterate half intellectual blind idiots,AG
facebook_corpus_msr_2111337,pakis else say,AG
facebook_corpus_msr_327617, could explain sounding like braindead muslim you?,AG
facebook_corpus_msr_324346,dismal state healthcare poor india people busy plying range rovers needy even get ambulance service emergency,AG
facebook_corpus_msr_1561740,frailty thy name woman heard mr?,AG
facebook_corpus_msr_325800,debate time time action no space diplomacy action but militarely action,NAG
facebook_corpus_msr_2159071,breaking e palaniswami trust vote,NAG
facebook_corpus_msr_398021,yes true also dissatisfied customer airtel,NAG
facebook_corpus_msr_492564,congrat mr patel present governor reserve bank india,NAG
facebook_corpus_msr_445787,everybody whos modi deserve sit home n read abt scams crib country heres one man whos trying change future india support plz think support ,AG
facebook_corpus_msr_438045,according demonetization quantitative easing could well stimulate economy sooner ! jay,NAG
facebook_corpus_msr_464510,true step government fully prepared,NAG
facebook_corpus_msr_332269,choices based merely religion like happening modi clamor created hide truth,AG
facebook_corpus_msr_461156,sankeerth kadiyala sushanth chandra watch guy! guy real future country high level iqwah,NAG
facebook_corpus_msr_1692674, also much,NAG
facebook_corpus_msr_1716144,worse taliban terrorist backed blessed current regressive government leading nation global level solution execution cowward terrorist way other otherwise india already dark ages developing nation developed proof global level heading,AG
facebook_corpus_msr_221557,hate news channelssaale ye specify karne ka kya matlab hai k muslim majority areas mein bhi haareye saale khud bhi dharam k naam pe baatate hain logon ko saalon statistics batao divisional news mat do,AG
facebook_corpus_msr_398287,send mani s iyar salman khursid pakistan leader responsible undue influence,AG
facebook_corpus_msr_326754,dude please keep gyan yourself worry get answers soon enough stop patronising,AG
facebook_corpus_msr_1805056,old man know todays bjp politicshe ask lokpal,AG
facebook_corpus_msr_444103,latest scheme politicians monies saved scrutiny tax it raids harassment common people only,AG
facebook_corpus_msr_461216,ridiculous actits illiterates peoples works coz intellectual people goes honestystop thing ever indians cowardic organiser,AG
facebook_corpus_msr_450894,common man getting bank spending whole dayon hands news comingin places new rs notes crores rupees seized how people received new rs notes crores rupeeswhat govt clarification or favourable section provided benefits advance,AG
facebook_corpus_msr_447463,mean saying muslims saying anti government muslims anti national muslims indians,AG
facebook_corpus_msr_1521745,yes right protect cows spending money buying them thats would really cared cows instead trying stop people using animals,AG
facebook_corpus_msr_1649488,sushma swaraj now?,AG
facebook_corpus_msr_1805472,value anna ,AG
facebook_corpus_msr_440777,really dtaa force tax evader trouble capital gains investment excellent positive measure growth protection corruption,NAG
facebook_corpus_msr_495525,finding unique career field good career choice ?inspiration youth india,NAG
facebook_corpus_msr_472753,miksau sen stay away markets till january buy lower levels stay invested till years,NAG
facebook_corpus_msr_426315,feel proud b indian lead globe best luck,NAG
facebook_corpus_msr_1477099,way journalists go way argue support afzal guru supporters wish much better openly support rahul gandhi congress,AG
facebook_corpus_msr_1722958,akrabuddin owaisi publicly said could kill hindus span ten minutes time much outrage much outrage sonu nigam said muslim want get disturbed noise loud speakers ?,AG
facebook_corpus_msr_2111200,beginning end told that people fool man better u understand muslims sensitive religious beliefs thought nicely catch muslim votes mr pinarai first u see people keralas waiting ration irrigation supply saumya murder case?? jisha murder case actress also safety ur state pulser suni surrender ready tell truth front court ur singam cops caught front court u r telling one discuss regarding actress matter order pulser suni culprit over every one knows behind quotation team ur minister level ur party active members also mr pinarai u think u r north korean president brother what???,AG
facebook_corpus_msr_1561832,yogi ji must pull act strongly high handed discourteous mlas feel birth right throw weight around ,AG
facebook_corpus_msr_1261676,god creative things negative one make people suffer modi perhaps incarnation evil earth amit shah aide,AG
facebook_corpus_msr_2032030,bengali moron,AG
facebook_corpus_msr_1723844,ppl feel everything odd muslims lets separate muslims particular state n feel tension n noise freewt u say mr nigam,AG
facebook_corpus_msr_1525124,ur actions totally ur statement,NAG
facebook_corpus_msr_429841,look battle infosys chairman,AG
facebook_corpus_msr_332567,hope delhi police take action bjp find way blame aap it,AG
facebook_corpus_msr_2127065,indian express pl said position friend congress also comments bjp ss get majority bmc?????,AG
facebook_corpus_msr_441432,india lack educated intelligent honest people run government?,AG
facebook_corpus_msr_439520,enough infrastructure able people stop hacking tech related crimes? without preparation seen results demonisation prepared go digital?,NAG
facebook_corpus_msr_2260855,savage! face tears joyface tears joy,AG
facebook_corpus_msr_2020816,hahahahha u nailed sir,AG
facebook_corpus_msr_496652,happy independence day beloved nation india love kabul afghanistan,NAG
facebook_corpus_msr_329949,u r one buchokd kind person hatred particular personparty matter said abt hv cry and u really want ask question ur mouth dirt soldier killed indias biggest ever naxal attack?? u asked upa govt abt it??,AG
facebook_corpus_msr_326775,september indian troops advancing towards lahore faced severe resistance pakistani armed forces boost morale indian commander told troops wireless communication lahore miles away time communications encrypted forces could intercept others communication one pakistani soldier also heard conversation bunker sign near bunker read lahore miles got bunker took sign moved towards advancing indian troops yards posted modified sign there read lahore bloody miles jatin jitin kapoor talk attitude front pakistanis,AG
facebook_corpus_msr_445903,rome built day talking india biggest democracy world one man stood make change wants see country done last yrs methodical check clean india citizen india stop insult motherland stop influence stupid politics stupid indian political parties citizen india religion party politics citizens brains,AG
facebook_corpus_msr_331406,needs nsgwe getting uranium waysand tech ,AG
facebook_corpus_msr_434469,u want detail ask paint shop owners,NAG
facebook_corpus_msr_397537,im afghanistan grew living among afghans find love india heart every single afghan find hate hypocrite pakistan think waste time whether pakistan terrorist state bcz everyone knows pakistan supporting terrorist pakistan terrorist time take action long life india afghanistan friendship brotherhood,AG
facebook_corpus_msr_418969,good administration skills thing economical conditions also,NAG
facebook_corpus_msr_322741,come babe heads waiting you first ask generals still alive wanted breakfast lahore ask warmly pakistanis welcome you,AG
facebook_corpus_msr_327996,actions needed fooling nation thru communal polarisation ,NAG
facebook_corpus_msr_405068,time come leftist student either banned left countryno tollence criminals,AG
facebook_corpus_msr_348753,soldiers sacrificing life nation national party celebrating u feel necessary postpone event respect brave soldiers,NAG
facebook_corpus_msr_401300,safety cows imp acc current government,AG
facebook_corpus_msr_1775234,kep checkin evm jumla lose evrywhr,NAG
facebook_corpus_msr_2018511,salute every working woman spend quality time kids excel workplace too homemaker choice thats it im skeptical magnanimous may accept husbands choice intends homemaker men also equal rights home work parents look groom earns fatsome woman gets privilege stay home nobody born work irrespective gender one wants take backseat career ones responsibility take lead homemaker ones choice privilege taken man woman,AG
facebook_corpus_msr_449512,modi ji please put rti political parties disclose donations recvd,AG
facebook_corpus_msr_332714,something like go pro attached helmets,NAG
facebook_corpus_msr_1833387,fighting freedom ?,NAG
facebook_corpus_msr_456107,better explain would give competition ktm duke royal enfieldface tears joybeaming face smiling eyes,NAG
facebook_corpus_msr_2029783,harassment took place presence policemen mediapersons,AG
facebook_corpus_msr_1805027,anna jee aap aram se jaijb congress ki government aigi tb utnalokpaal lokpaal bolte huwe,AG
facebook_corpus_msr_379306,gur meher kaur r u????? u tell killed jawans now?????? pakistanis guns?????,AG
facebook_corpus_msr_325944,india start striking back twitter haha bring antony back position people incapable extremist nature surely man action words like people inch surgical strike like end pakistan haha good publicity,NAG
facebook_corpus_msr_322596,knows power pakistan abd also knowns toilets make first,AG
facebook_corpus_msr_1833366,gau rakshaks got license kill government muslims r lynched goondas,AG
facebook_corpus_msr_506608,nothing interesting stay away financial system fail india longer gwoth story waste time,NAG
facebook_corpus_msr_371576,maharashtra thane mumbai everywhere,NAG
facebook_corpus_msr_2203256,oh really,NAG
facebook_corpus_msr_1805444,yes already joined rss??,AG
facebook_corpus_msr_2018655,mean kids working women puppies?,AG
facebook_corpus_msr_1521897,gods country evils country hindus treated like saitan judas,AG
facebook_corpus_msr_1804889,greatness ak spoken word anna anna exposed doubt mission even neighbouring village following him,NAG
facebook_corpus_msr_451555,good time start accumulate long term?,NAG
facebook_corpus_msr_495665,picky post see cr sindhus listwinking face,NAG
facebook_corpus_msr_407788,slave one familyand country leaded leader real sence hence people like cant handle,AG
facebook_corpus_msr_405502,yeah people destroyed masjid also shud b punished wen god hav permitted violence earth thos people kind act,AG
facebook_corpus_msr_472962,please ask question finance minister need rs note,NAG
facebook_corpus_msr_378900,sale sab neta ko boder pe bhejdo use ke bad dekho jaan ki kimat kya hoti hai hai aur hamare javano ki kimat kya hoti hai tab malum padega pakistan nahi rahenga,AG
facebook_corpus_msr_233530,rohit hi govt take strong decision internal enemies bastar beautiful place chhattisgarh,NAG
facebook_corpus_msr_1724321,actually feel really bad heard type word,AG
facebook_corpus_msr_497683,gst shall exclude renewable energy sector big impact seen renewables costs gst doesnt exclude them,NAG
facebook_corpus_msr_1617885,sanchari chakraborty heard news abp ananda bikram ms chauhan returning party drunkened intolerant,AG
facebook_corpus_msr_1907018,save support hindu,NAG
facebook_corpus_msr_2041554,allowing aired makes shameless rogue huh? allowed aired wonder else people like would calling him? fan least pointing obvious matter one may do society people gonna throw negative light hypocrisy humans always,AG
facebook_corpus_msr_2280106,better protest oh wait happens stupid america many people jobs busy complaining walking around vaginas heads lol,AG
facebook_corpus_msr_532088,saving injurious health where save cholesterol hyper tension life style disease while saving ha ha ha ,AG
facebook_corpus_msr_422018,lol face tears joy rahul performed last rituals congress poor sp fate dear congress left thing wrong politics policy appeasement minoritys making majority un happy like providing benefits widows religions support fact eligible privileged supported considering cast religion simply based eligibility circumstances else part act actually propagate upliftment every one nation winning,AG
facebook_corpus_msr_406851,modi pm vote pm alsothumbs,NAG
facebook_corpus_msr_1391502,congrats era!!,NAG
facebook_corpus_msr_422996,not cool software manufacturer leaves hanging app thats supposed backup restore data stops working thing it!,NAG
facebook_corpus_msr_1600563,vikramsinghi thinkyou knowcongress kicked centre,AG
facebook_corpus_msr_400388,byta turkey say jitna marzi kr lyna magar wo pakistani k liye tumhari maa ko chod sakta gai,AG
facebook_corpus_msr_462499,kamaraj annadurai mgr jj tamilnadu wont see procession after,NAG
facebook_corpus_msr_2280133,trump reason behind shown ideawinking face tongue,AG
facebook_corpus_msr_381567,hmare pm sahb q nhi kuch kr rhe hmare sainic mr rhe h unko ab kuch krna chahiye,NAG
facebook_corpus_msr_329024,sad true indian cows protection brave indian soldiers ,AG
facebook_corpus_msr_451878,nothing compete royal enfield pride man,NAG
facebook_corpus_msr_1815511,opinion replug india racism problem particularly africans denial,AG
facebook_corpus_msr_401318,mutilated? jawan pigs came pakistan crossing loc army came indian occupied kashmir loc? may doges tried eat flesh like jawans starving since couple days hahahahaha,AG
facebook_corpus_msr_1887279,related pm modi ? jansatta indian express prejudice pm ?,AG
facebook_corpus_msr_2082474,mr prateek nishantsecure method?,AG
facebook_corpus_msr_404109,cow hinduism eating beef cow mata allowed hinduism rigveda declares “on occasion girl’s marriage oxen cows slaughtered” rigveda states “indra used eat meat cow calf horse buffalo” manusmriti chapter verse says “it sinful eat meat eatable animals brahma created eaters eatables” maharishi yagyavalkya says shatpath brahmin that “i eat beef soft delicious” apastamb grihsutram says “the cow slaughtered arrival guest occasion ‘shraddha’ ancestors occasion marriage” vashistha dharmasutra writes “if brahmin refuses eat meat offered occasion ‘shraddha’ worship goes hell”,NAG
facebook_corpus_msr_327961,stop giving statemens pakistan ,NAG
facebook_corpus_msr_1714344,mr abhishek biswas mess malayalisnee po mone dineshamohanlal bhimin fact better actual bhim face tears joy,AG
facebook_corpus_msr_1731632,obviously,AG
facebook_corpus_msr_1775211,like also lor development happen congress govt update development process mean list big brother say last years independent country achieved lot maximum governance cong govt highlights fyi smiling face isro initated first pm nehru ji pvt banks bring rbi network spread across country achievement late pm indira ji computrise technology bring first time india late young pm rajive ji international investment brought ex pm mms ji adhar gst various initiatives benefit citizen done period cong regime hope saw years non cong govt state cm change years terms due loot smiling face smiling eyes,AG
facebook_corpus_msr_443366,sir view psu stocks like mmtc stc etc?,NAG
facebook_corpus_msr_233835,kadi kaywai hogi etna bol ke palla chad lete hai ya din bad janta bhul jati hai ha ha ha,AG
facebook_corpus_msr_495590,reach full ? comes real scene !!!,NAG
facebook_corpus_msr_425167,please comment rain industry regarding today stellar result,NAG
facebook_corpus_msr_423041,since ce nd highest oi support so better bull short term even election?,NAG
facebook_corpus_msr_487613,alphageo deep ind view pls ? huge order book ,NAG
facebook_corpus_msr_1735816,cunning politician is something body else object people see hero knowingly percentage limit commitment ?? fake drama next elections pink brigade march streets,AG
facebook_corpus_msr_495694,please check calculation sindhu think cr,NAG
facebook_corpus_msr_2018515,said choice whether stay home go work criticising one choose go work,AG
facebook_corpus_msr_1582221,one religion isnot therelet marx father ofall favoring capatalism everything right,AG
facebook_corpus_msr_422668,colour car police car awesome ,NAG
facebook_corpus_msr_2127062,idiot bjp majority,AG
facebook_corpus_msr_397550,shoaib khan lughmani u pakistani city liar atleast change facebook details,AG
facebook_corpus_msr_2243858,indians = ?? heck mean ?,AG
facebook_corpus_msr_451979,dear cnbc video graapher pls stand ur seat,AG
facebook_corpus_msr_2137920,including fm jeithley,AG
facebook_corpus_msr_472758,see upside sbi near term current levels?,NAG
facebook_corpus_msr_1945548,way whose girl???,AG
facebook_corpus_msr_1582206,u see china?? democratic country?,AG
facebook_corpus_msr_427293,govt pr trolls nothing ground reality,AG
facebook_corpus_msr_400390,thankful mrpresident raising kashmir issue mozi hope turkey support us forums,NAG
facebook_corpus_msr_1737057,also seen itnothing kejariwal u dump hindi samjh nahi aati kya???,AG
facebook_corpus_msr_2111171,dont happy feel happy,NAG
facebook_corpus_msr_2041639,yess,NAG
facebook_corpus_msr_445753,speechs wont work ill thoughts still around you political parties exempted income tax law deposit old currency notes bank accounts,AG
facebook_corpus_msr_482788,whats ur view petrochemical companies like panama pet manali ?,NAG
facebook_corpus_msr_361219,time come finish pak map world better time every young man hindustan wants finish pak hook crook,AG
facebook_corpus_msr_2052360,tim worstall forbes indias gdp data fudging india reported gdp growth december quarter thats number believe im afraid try consider effects demonetisation,NAG
facebook_corpus_msr_1945605,dis idiot?,AG
facebook_corpus_msr_1493776,lol judiciary put stay? pakistani juditiary showed corrupt like indian juditiary! bet pakistani india would found guilty case would presented court!! face tears joyface tears joyface tears joyface tears joyface tears joyface tears joyface tears joyface tears joyface tears joy,AG
facebook_corpus_msr_470040,problem morons commenting things without even trying understand conveyed government trouble honest guys name recovering black money?? today police take family members police station keep three days say catching thieves would agree ??,NAG
facebook_corpus_msr_451074,convert black money white easy perfectly legal steps? answer step create political party get registered representation peoples act not difficult task registered parties even contest lok sabha election ec cannot deregister party step donate black money party parts part less make infinite donations say came people according rp act political parties required report to election commission india eci name individuals organizations received donations amount less rs step go bank deposit amount partys account no need pay income tax political parties exempted income tax step withdraw amount need rupee notes white since political parties rti cant ask spent money enjoy wealth!!!! moral story political parties same follow letter law like example kill spirit politically correct ethically incorrect process teach one legally generate enormous wealth still talk ideals concern poor people fascinating?,AG
facebook_corpus_msr_2159074,tamil nadu voted bjp hence modi decided put one governor visiting guest understand people expectation every body punishing common man,AG
facebook_corpus_msr_1723313,one gets feeling wants national award since tweeted minorities like additional qualification surprised gets award next year itself,AG
facebook_corpus_msr_483361,three main reason replaced ?,NAG
facebook_corpus_msr_1818428,violence pests! dont u kill pests no increases? thing too r pests environment clean ut starts deteriorating population increases ,AG
facebook_corpus_msr_401459,modi yogi terrorist attacked talaq cow mother religion politics,AG
facebook_corpus_msr_483848,smart guy come clean coal scam,NAG
facebook_corpus_msr_406842,stop bjplet something good happen india,NAG
facebook_corpus_msr_495071,yup little quit like we cant handle business ourselves sold it p,NAG
facebook_corpus_msr_1723992,sonu right,AG
facebook_corpus_msr_379219,modi se sirf nenda kar saktey hai aur kuch nahi pher bhi proud indian wah leya ki hamarey desh key jawan border pe lad rahey hai aur cow rakshak desh lad rahey hai,AG
facebook_corpus_msr_1956982,on sadhus sanyasis abandoned tapasya jungle mountains either politicians businessmen thousands young persons gave lives never look positions independence supposed uplift characters general public hankered position money,AG
facebook_corpus_msr_1510572,great!!!,NAG
facebook_corpus_msr_496955,tough day since last two days,NAG
facebook_corpus_msr_1922799,shiv sena mp ravindra gaikwad assaulted air india staff member takes train mumbai barred airlines,NAG
facebook_corpus_msr_1582258,raja written it ignore article,AG
facebook_corpus_msr_398289,surgical strike pakistan army indian soldiers killed snakeeagle pakistan defence command,AG
facebook_corpus_msr_446104,let bjp come forward n disclose source donations received crony capitalists,AG
facebook_corpus_msr_2082494,banks r trying focus illegal income risk free customer must make cash counters banks crowdy fm india busy manipulating records prove demonization success,AG
facebook_corpus_msr_399220,kamin wait ur heads cut u say dunce,AG
facebook_corpus_msr_414782,remember used squeeze back seat good times,NAG
